"id","Weighted N-Gram Similarity id::id","Weighted Edit Similarity id::id","Cosine Similarity id::id","Weighted N-Gram Similarity title::title","Weighted Edit Similarity title::title","Cosine Similarity title::title","Weighted N-Gram Similarity authors::authors","Weighted Edit Similarity authors::authors","Cosine Similarity authors::authors","Weighted N-Gram Similarity venue::venue","Weighted Edit Similarity venue::venue","Cosine Similarity venue::venue","Logarithmic Similarity year::year","class"
"conf/sigmod/AdiBEY01::765555","0.0","0.047619047619047616","0.0","0.1830065359477124","0.015151515151515152","0.10540925711393356","0.0","0.0196078431372549","0.0","0.0","0.014492753623188406","0.0","0.17157127504421774","negative"
"conf/sigmod/AdiBEY01::767143","0.0","0.047619047619047616","0.0","0.09655172413793103","0.015151515151515152","0.0","0.07633587786259542","0.017857142857142856","0.0","0.0","0.014492753623188406","0.0","1.0","negative"
"conf/sigmod/AdiBEY01::872862","0.0","0.047619047619047616","0.0","0.064","0.014925373134328358","0.0","0.04081632653061224","0.006535947712418301","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.47121360062840334","negative"
"conf/sigmod/AgrawalCD02::202673","0.0","0.041666666666666664","0.0","0.2714285714285714","0.019230769230769232","0.11396057903766632","0.041237113402061855","0.023255813953488372","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.01097401383321508","negative"
"conf/sigmod/AgrawalCD02::223898","0.0","0.041666666666666664","0.0","0.19642857142857142","0.020833333333333332","0.0","0.0","0.02564102564102564","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.01097401383321508","negative"
"conf/sigmod/AgrawalCD02::253374","0.0","0.041666666666666664","0.0","0.08","0.02127659574468085","0.0","0.5151515151515151","0.034482758620689655","0.5773502588272095","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.08795663349481746","negative"
"conf/sigmod/AgrawalCD02::304231","0.0","0.041666666666666664","0.0","0.18181818181818182","0.02127659574468085","0.16903084516525269","0.08955223880597014","0.027777777777777776","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.2967415196413404","negative"
"conf/sigmod/AgrawalCD02::304568","0.0","0.041666666666666664","0.0","0.0975609756097561","0.0196078431372549","0.0","0.058394160583941604","0.014285714285714285","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.2967415196413404","negative"
"conf/sigmod/AgrawalCD02::375718","0.0","0.041666666666666664","0.0","0.027777777777777776","0.015873015873015872","0.0","0.04938271604938271","0.027777777777777776","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.7027272403521293","negative"
"conf/sigmod/AgrawalCD02::375792","0.06060606060606061","0.043478260869565216","0.0","0.22377622377622378","0.017543859649122806","0.10910893976688385","0.02631578947368421","0.012195121951219513","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.7027272403521293","negative"
"conf/sigmod/AgrawalCD02::383735","0.0","0.041666666666666664","0.0","0.12612612612612611","0.021739130434782608","0.0","0.018018018018018018","0.02","0.0","0.0","0.024390243902439025","0.0","0.7027272403521293","negative"
"conf/sigmod/AgrawalCD02::383736","0.0","0.041666666666666664","0.0","0.18518518518518517","0.02","0.0","0.042105263157894736","0.023809523809523808","0.0","0.0","0.024390243902439025","0.0","0.7027272403521293","negative"
"conf/sigmod/AgrawalCD02::507345","0.0","0.041666666666666664","0.0","0.08","0.022727272727272728","0.0","0.0","0.023809523809523808","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","1.0","negative"
"conf/sigmod/AgrawalCD02::507346","0.0","0.041666666666666664","0.0","0.14285714285714285","0.013888888888888888","0.0","0.0","0.023809523809523808","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","1.0","negative"
"conf/sigmod/AgrawalCD02::564769","0.0","0.041666666666666664","0.0","0.10714285714285714","0.02127659574468085","0.0","0.0","0.017543859649122806","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","1.0","negative"
"conf/sigmod/AgrawalCD02::603876","0.0","0.041666666666666664","0.0","0.22784810126582278","0.0136986301369863","0.0","0.038834951456310676","0.022727272727272728","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.7027272403521293","negative"
"conf/sigmod/AgrawalCD02::603882","0.06060606060606061","0.043478260869565216","0.0","0.04040404040404041","0.02127659574468085","0.0","0.0","0.023809523809523808","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.7027272403521293","negative"
"conf/sigmod/AgrawalCD02::637414","0.0","0.041666666666666664","0.0","0.08860759493670886","0.013513513513513514","0.0","0.06976744186046512","0.030303030303030304","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","1.0","negative"
"conf/sigmod/AgrawalCD02::672185","0.0","0.041666666666666664","0.0","0.10294117647058823","0.018518518518518517","0.0","0.061224489795918366","0.024390243902439025","0.0","0.0","0.047619047619047616","0.0","0.7027272403521293","negative"
"conf/sigmod/AgrawalCD02::672836","0.0","0.041666666666666664","0.0","0.23622047244094488","0.020833333333333332","0.0","0.18823529411764706","0.029411764705882353","0.20412413775920868","0.0","0.047619047619047616","0.0","0.0013635315156564933","negative"
"conf/sigmod/AgrawalCD02::673142","0.06060606060606061","0.043478260869565216","0.0","0.04411764705882353","0.01639344262295082","0.0","0.030303030303030304","0.014285714285714285","0.0","0.0","0.047619047619047616","0.0","0.01097401383321508","negative"
"conf/sigmod/AgrawalCD02::673159","0.0","0.041666666666666664","0.0","0.22018348623853212","0.025","0.0","0.125","0.027777777777777776","0.0","0.0","0.047619047619047616","0.0","0.01097401383321508","negative"
"conf/sigmod/AgrawalCD02::673633","0.0","0.041666666666666664","0.0","0.18487394957983194","0.023255813953488372","0.0","0.06722689075630252","0.017857142857142856","0.0","0.0","0.047619047619047616","0.0","0.03709285708173234","negative"
"conf/sigmod/AgrawalCD02::764213","0.0","0.041666666666666664","0.0","0.08","0.020833333333333332","0.0","0.0","0.025","0.0","0.0","0.014492753623188406","0.0","0.47101223541613574","negative"
"conf/sigmod/AltinelLKMPLWB02::181557","0.0","0.034482758620689655","0.0","0.17333333333333334","0.013888888888888888","0.11396057903766632","0.036101083032490974","0.008064516129032258","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.0013635315156564933","negative"
"conf/sigmod/AltinelLKMPLWB02::191863","0.0","0.034482758620689655","0.0","0.11940298507462686","0.017241379310344827","0.1259881556034088","0.1651376146788991","0.010416666666666666","0.12964074313640594","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.0013635315156564933","negative"
"conf/sigmod/AltinelLKMPLWB02::202673","0.0","0.034482758620689655","0.0","0.16541353383458646","0.016666666666666666","0.0","0.07100591715976332","0.010638297872340425","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.01097401383321508","negative"
"conf/sigmod/AltinelLKMPLWB02::219774","0.0","0.034482758620689655","0.0","0.23655913978494625","0.022727272727272728","0.0","0.015151515151515152","0.009009009009009009","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.01097401383321508","negative"
"conf/sigmod/AltinelLKMPLWB02::253299","0.0","0.034482758620689655","0.0","0.10909090909090909","0.022727272727272728","0.15430335700511932","0.04926108374384237","0.010526315789473684","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.08795663349481746","negative"
"conf/sigmod/AltinelLKMPLWB02::273249","0.0","0.034482758620689655","0.0","0.06837606837606838","0.018518518518518517","0.0","0.027586206896551724","0.009615384615384616","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.1717771498236174","negative"
"conf/sigmod/AltinelLKMPLWB02::335419","0.0","0.034482758620689655","0.0","0.09917355371900827","0.0196078431372549","0.13363061845302582","0.09195402298850575","0.010526315789473684","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.47101223541613574","negative"
"conf/sigmod/AltinelLKMPLWB02::375759","0.0","0.034482758620689655","0.0","0.11594202898550725","0.015625","0.0","0.0449438202247191","0.010526315789473684","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.7027272403521293","negative"
"conf/sigmod/AltinelLKMPLWB02::383892","0.05263157894736842","0.03571428571428571","0.0","0.1782178217821782","0.022222222222222223","0.0","0.047058823529411764","0.010416666666666666","0.0","0.0","0.024390243902439025","0.0","0.7027272403521293","negative"
"conf/sigmod/AltinelLKMPLWB02::383894","0.0","0.034482758620689655","0.0","0.09090909090909091","0.02127659574468085","0.1428571492433548","0.061224489795918366","0.011235955056179775","0.0","0.0","0.024390243902439025","0.0","0.7027272403521293","negative"
"conf/sigmod/AltinelLKMPLWB02::507343","0.0","0.034482758620689655","0.0","0.0","0.023255813953488372","0.0","0.05847953216374269","0.010638297872340425","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","1.0","negative"
"conf/sigmod/AltinelLKMPLWB02::507354","0.0","0.034482758620689655","0.0","0.31496062992125984","0.021739130434782608","0.0","0.047337278106508875","0.010416666666666666","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","1.0","negative"
"conf/sigmod/AltinelLKMPLWB02::565120","0.0","0.03571428571428571","0.0","0.11594202898550725","0.01694915254237288","0.10910893976688385","0.024096385542168676","0.010101010101010102","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","1.0","negative"
"conf/sigmod/AltinelLKMPLWB02::603878","0.0","0.034482758620689655","0.0","0.08333333333333333","0.014285714285714285","0.0","0.030303030303030304","0.00909090909090909","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.7027272403521293","negative"
"conf/sigmod/AltinelLKMPLWB02::615202","0.10526315789473684","0.037037037037037035","0.0","0.22857142857142856","0.021739130434782608","0.0","0.014925373134328358","0.009345794392523364","0.0","0.0","0.014492753623188406","0.0","0.0013635315156564933","negative"
"conf/sigmod/AltinelLKMPLWB02::671693","0.0","0.034482758620689655","0.0","0.20952380952380953","0.024390243902439025","0.0","0.03592814371257485","0.010309278350515464","0.0","0.0","0.047619047619047616","0.0","0.47101223541613574","negative"
"conf/sigmod/AltinelLKMPLWB02::671858","0.0","0.034482758620689655","0.0","0.31788079470198677","0.0136986301369863","0.10910893976688385","0.09782608695652174","0.011363636363636364","0.1533930003643036","0.0","0.047619047619047616","0.0","0.47101223541613574","negative"
"conf/sigmod/AltinelLKMPLWB02::672005","0.0","0.03571428571428571","0.0","0.10526315789473684","0.02","0.0","0.06896551724137931","0.010752688172043012","0.0","0.0","0.047619047619047616","0.0","0.47101223541613574","negative"
"conf/sigmod/AltinelLKMPLWB02::672017","0.0","0.034482758620689655","0.0","0.13675213675213677","0.020833333333333332","0.1428571492433548","0.11834319526627218","0.010309278350515464","0.0","0.0","0.047619047619047616","0.0","0.47101223541613574","negative"
"conf/sigmod/AltinelLKMPLWB02::672174","0.0","0.034482758620689655","0.0","0.14492753623188406","0.016129032258064516","0.11952286213636398","0.12903225806451613","0.010752688172043012","0.08084520697593689","0.0","0.047619047619047616","0.0","0.7027272403521293","negative"
"conf/sigmod/AltinelLKMPLWB02::672826","0.0","0.034482758620689655","0.0","0.2222222222222222","0.01818181818181818","0.0","0.04081632653061224","0.00980392156862745","0.0","0.0","0.047619047619047616","0.0","0.0013635315156564933","negative"
"conf/sigmod/AltinelLKMPLWB02::767153","0.0","0.034482758620689655","0.0","0.12941176470588237","0.011111111111111112","0.10482847690582275","0.012658227848101266","0.01020408163265306","0.0","0.0","0.014492753623188406","0.0","0.7027272403521293","negative"
"conf/sigmod/AltinelLKMPLWB02::872795","0.0","0.034482758620689655","0.0","0.11290322580645161","0.019230769230769232","0.0","0.012578616352201259","0.01","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.7028586232981623","negative"
"conf/sigmod/AltinelLKMPLWB02::950490","0.0","0.03571428571428571","0.0","0.26277372262773724","0.017241379310344827","0.11952286213636398","0.06097560975609756","0.010416666666666666","0.0","0.0","0.014492753623188406","0.0","0.7028586232981623","negative"
"conf/sigmod/AltinelLKMPLWB02::959071","0.0","0.034482758620689655","0.0","0.13333333333333333","0.022222222222222223","0.11952286213636398","0.0335195530726257","0.010752688172043012","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.7028586232981623","negative"
"conf/sigmod/BarbosaMKL02::181564","0.0","0.04","0.0","0.0","0.024390243902439025","0.0","0.0425531914893617","0.017543859649122806","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.0013635315156564933","negative"
"conf/sigmod/BarbosaMKL02::191991","0.0","0.04","0.0","0.1891891891891892","0.02857142857142857","0.2182178795337677","0.0","0.015151515151515152","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.0013635315156564933","negative"
"conf/sigmod/BarbosaMKL02::202673","0.0","0.04","0.0","0.109375","0.01694915254237288","0.11396057903766632","0.04838709677419355","0.018518518518518517","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.01097401383321508","negative"
"conf/sigmod/BarbosaMKL02::219730","0.0","0.041666666666666664","0.0","0.12389380530973451","0.020833333333333332","0.23904572427272797","0.01834862385321101","0.01694915254237288","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.01097401383321508","negative"
"conf/sigmod/BarbosaMKL02::233324","0.0","0.04","0.0","0.16806722689075632","0.018518518518518517","0.23904572427272797","0.03361344537815126","0.01694915254237288","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.03709285708173234","negative"
"conf/sigmod/BarbosaMKL02::273270","0.0","0.041666666666666664","0.0","0.11214953271028037","0.022222222222222223","0.1428571492433548","0.04395604395604396","0.01639344262295082","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.1717771498236174","negative"
"conf/sigmod/BarbosaMKL02::280354","0.0","0.04","0.0","0.19642857142857142","0.021739130434782608","0.26726123690605164","0.0","0.01694915254237288","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.03709285708173234","negative"
"conf/sigmod/BarbosaMKL02::335428","0.0","0.04","0.0","0.0","0.02564102564102564","0.0","0.03571428571428571","0.017241379310344827","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.47101223541613574","negative"
"conf/sigmod/BarbosaMKL02::336572","0.058823529411764705","0.041666666666666664","0.0","0.19310344827586207","0.0136986301369863","0.31448543071746826","0.017543859649122806","0.01694915254237288","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.47101223541613574","negative"
"conf/sigmod/BarbosaMKL02::336590","0.0","0.041666666666666664","0.0","0.15384615384615385","0.02564102564102564","0.0","0.039473684210526314","0.015625","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.47101223541613574","negative"
"conf/sigmod/BarbosaMKL02::375762","0.058823529411764705","0.041666666666666664","0.0","0.08771929824561403","0.021739130434782608","0.23904572427272797","0.0273972602739726","0.01694915254237288","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.7027272403521293","negative"
"conf/sigmod/BarbosaMKL02::383894","0.0","0.04","0.0","0.05714285714285714","0.021739130434782608","0.1428571492433548","0.013245033112582781","0.014925373134328358","0.0","0.0","0.024390243902439025","0.0","0.7027272403521293","negative"
"conf/sigmod/BarbosaMKL02::507343","0.0","0.04","0.0","0.05194805194805195","0.02564102564102564","0.0","0.09523809523809523","0.017857142857142856","0.11180339753627777","0.2564102564102564","0.07142857142857142","0.40824827551841736","1.0","negative"
"conf/sigmod/BarbosaMKL02::507346","0.0","0.04","0.0","0.22535211267605634","0.015151515151515152","0.10910893976688385","0.0","0.014925373134328358","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","1.0","negative"
"conf/sigmod/BarbosaMKL02::603876","0.0","0.04","0.0","0.136986301369863","0.013333333333333334","0.1259881556034088","0.03076923076923077","0.017543859649122806","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.7027272403521293","negative"
"conf/sigmod/BarbosaMKL02::637419","0.0","0.04","0.0","0.06976744186046512","0.023809523809523808","0.16903084516525269","0.014814814814814815","0.016129032258064516","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","1.0","negative"
"conf/sigmod/BarbosaMKL02::671191","0.0","0.04","0.0","0.0","0.023255813953488372","0.0","0.06936416184971098","0.012345679012345678","0.0","0.0","0.047619047619047616","0.0","0.1717771498236174","negative"
"conf/sigmod/BarbosaMKL02::671865","0.0","0.04","0.0","0.0","0.0196078431372549","0.0","0.145985401459854","0.01639344262295082","0.11952286213636398","0.0","0.047619047619047616","0.0","0.47101223541613574","negative"
"conf/sigmod/BarbosaMKL02::672017","0.0","0.04","0.0","0.08928571428571429","0.0196078431372549","0.1428571492433548","0.016129032258064516","0.017241379310344827","0.0","0.0","0.047619047619047616","0.0","0.47101223541613574","negative"
"conf/sigmod/BarbosaMKL02::672826","0.0","0.04","0.0","0.1322314049586777","0.01818181818181818","0.0","0.0","0.016666666666666666","0.0","0.0","0.047619047619047616","0.0","0.0013635315156564933","negative"
"conf/sigmod/BarbosaMKL02::672964","0.0","0.04","0.0","0.14492753623188406","0.014925373134328358","0.1259881556034088","0.0380952380952381","0.017241379310344827","0.0","0.0","0.047619047619047616","0.0","0.0013635315156564933","negative"
"conf/sigmod/BarbosaMKL02::764202","0.11764705882352941","0.043478260869565216","0.0","0.14285714285714285","0.02702702702702703","0.26726123690605164","0.05","0.015151515151515152","0.0","0.0","0.014492753623188406","0.0","1.0","negative"
"conf/sigmod/BarbosaMKL02::959081","0.0","0.04","0.0","0.055865921787709494","0.009615384615384616","0.0","0.0","0.014925373134328358","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.7028586232981623","negative"
"conf/sigmod/Bernstein96::191848","0.0","0.041666666666666664","0.0","0.16470588235294117","0.024390243902439025","0.0","0.07142857142857142","0.019230769230769232","0.17407765984535217","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.46980101732030893","negative"
"conf/sigmod/Bernstein96::212018","0.0","0.041666666666666664","0.0","0.020202020202020204","0.017857142857142856","0.0","0.0","0.02631578947368421","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.701936523469786","negative"
"conf/sigmod/Bernstein96::219042","0.0","0.041666666666666664","0.0","0.0","0.015151515151515152","0.0","0.07407407407407407","0.041666666666666664","0.0","0.0","0.024390243902439025","0.0","0.701936523469786","negative"
"conf/sigmod/Bernstein96::219774","0.0","0.041666666666666664","0.0","0.11594202898550725","0.03333333333333333","0.0","0.0","0.05555555555555555","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.701936523469786","negative"
"conf/sigmod/Bernstein96::244813","0.0","0.041666666666666664","0.0","0.09900990099009901","0.01818181818181818","0.0","0.0","0.03225806451612903","0.0","0.0","0.024390243902439025","0.0","0.7020685983649476","negative"
"conf/sigmod/Bernstein96::245893","0.0","0.043478260869565216","0.0","0.024691358024691357","0.02564102564102564","0.0","0.047619047619047616","0.058823529411764705","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","1.0","negative"
"conf/sigmod/Bernstein96::253327","0.0","0.041666666666666664","0.0","0.0196078431372549","0.01818181818181818","0.0","0.14492753623188406","0.02702702702702703","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.7020685983649476","negative"
"conf/sigmod/Bernstein96::253374","0.0","0.041666666666666664","0.0","0.028985507246376812","0.03225806451612903","0.0","0.0","0.05555555555555555","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.7020685983649476","negative"
"conf/sigmod/Bernstein96::253397","0.0","0.043478260869565216","0.0","0.0","0.027777777777777776","0.0","0.0","0.010309278350515464","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.7020685983649476","negative"
"conf/sigmod/Bernstein96::290608","0.0","0.041666666666666664","0.0","0.0","0.03125","0.0","0.0","0.015151515151515152","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.4702053341439708","negative"
"conf/sigmod/Bernstein96::336560","0.0","0.041666666666666664","0.0","0.1686746987951807","0.023809523809523808","0.0","0.02631578947368421","0.022222222222222223","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.17136535899045302","negative"
"conf/sigmod/Bernstein96::336590","0.0","0.043478260869565216","0.0","0.1388888888888889","0.029411764705882353","0.0","0.04040404040404041","0.014925373134328358","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.17136535899045302","negative"
"conf/sigmod/Bernstein96::375762","0.0","0.041666666666666664","0.0","0.021052631578947368","0.018867924528301886","0.0","0.0","0.016666666666666666","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.08779187986499037","negative"
"conf/sigmod/Bernstein96::383894","0.0","0.043478260869565216","0.0","0.0","0.022727272727272728","0.0","0.04081632653061224","0.015384615384615385","0.0","0.0","0.024390243902439025","0.0","0.08779187986499037","negative"
"conf/sigmod/Bernstein96::564777","0.0","0.041666666666666664","0.0","0.07920792079207921","0.01818181818181818","0.0","0.0","0.0136986301369863","0.0","0.26865671641791045","0.027777777777777776","0.28867512941360474","0.03709285708173234","negative"
"conf/sigmod/Bernstein96::604267","0.0","0.041666666666666664","0.0","0.05405405405405406","0.014705882352941176","0.0","0.15053763440860216","0.017543859649122806","0.1666666716337204","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.08779187986499037","negative"
"conf/sigmod/Bernstein96::604269","0.0","0.043478260869565216","0.0","0.11864406779661017","0.013888888888888888","0.0","0.0","0.022727272727272728","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.08779187986499037","negative"
"conf/sigmod/Bernstein96::615202","0.0","0.041666666666666664","0.0","0.0","0.025","0.0","0.1111111111111111","0.08333333333333333","0.0","0.0","0.014492753623188406","0.0","0.46980101732030893","negative"
"conf/sigmod/Bernstein96::673159","0.0","0.043478260869565216","0.0","0.07692307692307693","0.02631578947368421","0.0","0.0","0.0625","0.0","0.0","0.047619047619047616","0.0","0.701936523469786","negative"
"conf/sigmod/Bernstein96::673471","0.0","0.041666666666666664","0.0","0.02197802197802198","0.020833333333333332","0.0","0.058823529411764705","0.0625","0.0","0.0","0.047619047619047616","0.0","1.0","negative"
"conf/sigmod/Bernstein96::673472","0.0","0.041666666666666664","0.0","0.0","0.019230769230769232","0.0","0.17142857142857143","0.07142857142857142","0.0","0.0","0.047619047619047616","0.0","1.0","negative"
"conf/sigmod/Bernstein96::673633","0.0","0.041666666666666664","0.0","0.0","0.02040816326530612","0.0","0.0","0.016129032258064516","0.0","0.0","0.047619047619047616","0.0","1.0","negative"
"conf/sigmod/Bernstein96::767094","0.0","0.043478260869565216","0.0","0.0","0.03125","0.0","0.06896551724137931","0.03571428571428571","0.0","0.0","0.014492753623188406","0.0","0.03709285708173234","negative"
"conf/sigmod/Bernstein96::776989","0.0","0.043478260869565216","0.0","0.018867924528301886","0.016666666666666666","0.0","0.0","0.02","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","0.011031742690276488","negative"
"conf/sigmod/BilirisDGJR94::181552","0.0","0.038461538461538464","0.0","0.10526315789473684","0.01639344262295082","0.11952286213636398","0.0","0.012658227848101266","0.0","0.2564102564102564","0.07142857142857142","0.40824827551841736","1.0","negative"
